coverage_val,crb_sum,logdet,max_uncertainty,mean_uncertainty,round,select_ms,selector
0.0641,0.09205,71.4806,0.1349,0.0266,6,0.5258,sensing_only
0.0352,0.09205,71.4806,0.0476,0.0069,7,0.3835,sensing_only
0.0091,0.09205,71.4806,0.0,0.0,8,0.3807,sensing_only
0.0,0.09205,71.4806,0.0,0.0,9,0.3821,sensing_only
0.0,0.09205,71.4806,0.0,0.0,10,0.3819,sensing_only
0.0,0.09205,71.4806,0.0,0.0,11,0.3783,sensing_only
0.0,0.09205,71.4806,0.0,0.0,12,0.3789,sensing_only
0.0,0.09205,71.4806,0.0,0.0,13,0.3809,sensing_only
0.0,0.09205,71.4806,0.0,0.0,14,0.3771,sensing_only
0.0,0.09205,71.4806,0.0,0.0,15,0.379,sensing_only
0.0,0.09205,71.4806,0.0,0.0,16,0.3791,sensing_only
0.0,0.09205,71.4806,0.0,0.0,17,0.377,sensing_only
0.0,0.09205,71.4806,0.0,0.0,18,0.3787,sensing_only
0.0,0.09205,71.4806,0.0,0.0,19,0.3789,sensing_only
0.0,0.09205,71.4806,0.0,0.0,20,0.378,sensing_only
0.0,0.09205,71.4806,0.0,0.0,21,0.3773,sensing_only
0.0,0.09205,71.4806,0.0,0.0,22,0.3779,sensing_only
0.0,0.09205,71.4806,0.0,0.0,23,0.3775,sensing_only
0.0,0.09205,71.4806,0.0,0.0,24,0.3775,sensing_only
0.0,0.09205,71.4806,0.0,0.0,25,0.3917,sensing_only
0.0,0.09205,71.4806,0.0,0.0,26,0.377,sensing_only
0.0,0.09205,71.4806,0.0,0.0,27,0.3795,sensing_only
0.0,0.09205,71.4806,0.0,0.0,28,0.3786,sensing_only
0.0,0.09205,71.4806,0.0,0.0,29,0.4069,sensing_only
0.0,0.09205,71.4806,0.0,0.0,30,0.3785,sensing_only
0.0,0.09205,71.4806,0.0,0.0,31,0.3744,sensing_only
0.0,0.09205,71.4806,0.0,0.0,32,0.3865,sensing_only
0.0,0.09205,71.4806,0.0,0.0,33,0.3753,sensing_only
0.0,0.09205,71.4806,0.0,0.0,34,0.3748,sensing_only
0.0,0.09205,71.4806,0.0,0.0,35,0.385,sensing_only
0.0,0.09205,71.4806,0.0,0.0,36,0.3797,sensing_only
0.0,0.09205,71.4806,0.0,0.0,37,0.4196,sensing_only
0.0,0.09205,71.4806,0.0,0.0,38,0.4302,sensing_only
0.0,0.09205,71.4806,0.0,0.0,39,0.4014,sensing_only
0.0,0.09205,71.4806,0.0,0.0,40,0.3873,sensing_only
0.0,0.09205,71.4806,0.0,0.0,41,0.38,sensing_only
0.0,0.09205,71.4806,0.0,0.0,42,0.3803,sensing_only
0.0,0.09205,71.4806,0.0,0.0,43,0.3819,sensing_only
0.0,0.09205,71.4806,0.0,0.0,44,0.4005,sensing_only
0.0,0.09205,71.4806,0.0,0.0,45,0.3808,sensing_only
0.0,0.09205,71.4806,0.0,0.0,46,0.3796,sensing_only
0.0,0.09205,71.4806,0.0,0.0,47,0.3813,sensing_only
0.0,0.09205,71.4806,0.0,0.0,48,0.3807,sensing_only
0.0,0.09205,71.4806,0.0,0.0,49,0.381,sensing_only
4.5096,0.09205,71.4806,0.8435,0.3631,0,0.2209,snr_only
0.5438,0.09205,71.4806,0.6995,0.2883,1,0.0047,snr_only
0.4296,0.09205,71.4806,0.567,0.2194,2,0.0033,snr_only
0.3245,0.09205,71.4806,0.4451,0.1561,3,0.0027,snr_only
0.2278,0.09205,71.4806,0.333,0.0978,4,0.0026,snr_only
0.1389,0.09205,71.4806,0.2298,0.0484,5,0.0028,snr_only
0.0641,0.09205,71.4806,0.1349,0.0266,6,0.0025,snr_only
0.0352,0.09205,71.4806,0.0476,0.0069,7,0.0036,snr_only
0.0091,0.09205,71.4806,0.0,0.0,8,0.0029,snr_only
0.0,0.09205,71.4806,0.0,0.0,9,0.0027,snr_only
0.0,0.09205,71.4806,0.0,0.0,10,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,11,0.0027,snr_only
0.0,0.09205,71.4806,0.0,0.0,12,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,13,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,14,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,15,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,16,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,17,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,18,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,19,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,20,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,21,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,22,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,23,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,24,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,25,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,26,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,27,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,28,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,29,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,30,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,31,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,32,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,33,0.0028,snr_only
0.0,0.09205,71.4806,0.0,0.0,34,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,35,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,36,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,37,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,38,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,39,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,40,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,41,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,42,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,43,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,44,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,45,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,46,0.0025,snr_only
0.0,0.09205,71.4806,0.0,0.0,47,0.0023,snr_only
0.0,0.09205,71.4806,0.0,0.0,48,0.0024,snr_only
0.0,0.09205,71.4806,0.0,0.0,49,0.0025,snr_only
4.1948,0.23886,64.0089,0.914,0.3727,0,0.0852,random
1.4021,0.39473,59.9433,0.8033,0.1104,1,0.0088,random
0.0229,0.56417,65.1366,0.8166,0.1088,2,0.007,random
0.134,0.31383,59.5808,0.7641,0.0849,3,0.0071,random
0.145,0.21549,64.4626,0.5725,0.0636,4,0.0062,random
0.0539,0.1486,67.867,0.5079,0.0564,5,0.0063,random
0.0214,0.44534,62.2291,0.5042,0.0664,6,0.0061,random
0.1818,0.25822,61.5537,0.2777,0.0371,7,0.0083,random
0.0549,2.94517,57.339,0.2833,0.0453,8,0.0063,random
0.01,0.43776,62.8742,0.3194,0.0583,9,0.0061,random
0.2164,0.17656,66.1308,0.1474,0.0189,10,0.0058,random
0.0182,0.32754,62.9119,0.2006,0.0382,11,0.0056,random
0.1103,0.41842,58.4093,0.1404,0.0206,12,0.0057,random
0.0597,0.17033,65.3142,0.0,0.0,13,0.0054,random
0.0,0.27993,62.8192,0.0491,0.0055,14,0.0054,random
0.0329,0.14087,68.5307,0.0,0.0,15,0.0055,random
0.0,0.35329,61.4549,0.0229,0.0025,16,0.0051,random
0.0029,0.34877,59.45,0.0303,0.005,17,0.0053,random
0.0246,1.02968,56.6841,0.0779,0.0157,18,0.0051,random
0.0862,0.4645,63.0158,0.0374,0.0042,19,0.0053,random
0.0053,0.13838,65.797,0.0,0.0,20,0.0052,random
0.0,0.38515,58.8473,0.0116,0.0013,21,0.0064,random
0.0076,0.3494,60.6782,0.0,0.0,22,0.0053,random
0.0,0.25316,64.4743,0.0,0.0,23,0.0052,random
0.0,0.74812,61.7438,0.0777,0.0211,24,0.0052,random
0.0114,0.56853,62.5388,0.0931,0.0257,25,0.005,random
0.0495,0.48941,61.711,0.1532,0.017,26,0.0052,random
0.086,0.25379,63.0335,0.0,0.0,27,0.005,random
0.0,0.29371,61.8694,0.0639,0.0071,28,0.0051,random
0.0155,0.34551,60.4604,0.0,0.0,29,0.005,random
0.0,0.37812,62.4607,0.0686,0.0076,30,0.005,random
0.0398,0.29951,60.4877,0.0,0.0,31,0.005,random
0.0,0.2079,64.6245,0.057,0.0063,32,0.005,random
0.032,0.18625,64.6771,0.0,0.0,33,0.0063,random
0.0,0.16596,66.2551,0.0,0.0,34,0.0052,random
0.0,0.42895,60.8862,0.0198,0.0022,35,0.0053,random
0.0003,0.20869,67.6718,0.0845,0.0094,36,0.0054,random
0.0078,0.25765,63.8448,0.0607,0.0109,37,0.0055,random
0.0014,0.36489,60.0589,0.1228,0.0326,38,0.0052,random
0.0158,0.2114,63.8047,0.1407,0.0407,39,0.0204,random
0.1214,0.21885,61.9215,0.0,0.0,40,0.0062,random
0.0,0.18162,66.7031,0.0198,0.0022,41,0.0068,random
0.0021,0.26517,63.0672,0.0,0.0,42,0.005,random
0.0,0.28921,61.2941,0.0,0.0,43,0.0053,random
0.0,0.20644,63.354,0.0714,0.0103,44,0.005,random
0.0357,0.0932,69.6119,0.0,0.0,45,0.0052,random
0.0,0.45607,59.2769,0.0163,0.0018,46,0.0051,random
0.0014,0.50067,61.2815,0.0758,0.0088,47,0.005,random
0.0007,0.22483,67.4774,0.1453,0.0161,48,0.0051,random
0.0082,0.35964,58.7908,0.1554,0.0173,49,0.0051,random
