coverage_val,crb_sum,logdet,max_uncertainty,mean_uncertainty,round,select_ms,selector
0.0,0.0,154.0866,0.0,0.0,31,0.82,scout
0.0,0.0,154.4772,0.0,0.0,32,0.8315,scout
0.0,0.0,154.0057,0.0,0.0,33,0.8225,scout
0.0,0.0,153.8822,0.0,0.0,34,0.8427,scout
0.0,0.0,153.0093,0.0,0.0,35,0.8464,scout
0.0,0.0,154.3291,0.0,0.0,36,0.8987,scout
0.0,0.0,153.664,0.0,0.0,37,0.8058,scout
0.0,0.0,154.0563,0.0,0.0,38,0.8318,scout
0.0,0.0,151.508,0.0,0.0,39,0.8423,scout
0.0,0.0,154.5625,0.0,0.0,40,0.8103,scout
0.0,0.0,154.2053,0.0,0.0,41,0.7867,scout
0.0,0.0,154.3291,0.0,0.0,42,0.8933,scout
0.0,0.0,153.0093,0.0,0.0,43,0.8201,scout
0.0,0.0,153.9192,0.0,0.0,44,0.798,scout
0.0,0.0,153.664,0.0,0.0,45,0.8087,scout
0.0,0.0,154.5286,0.0,0.0,46,0.8258,scout
0.0,0.0,154.6893,0.0,0.0,47,0.8395,scout
0.0,0.0,154.3291,0.0,0.0,48,0.878,scout
0.0,0.0,154.3249,0.0,0.0,49,0.8421,scout
7.4352,0.0,157.7119,0.0,0.0,0,0.4021,sensing_only
0.0,0.0,157.7119,0.0,0.0,1,0.3925,sensing_only
0.0,0.0,157.7119,0.0,0.0,2,0.3689,sensing_only
0.0,0.0,157.7119,0.0,0.0,3,0.3731,sensing_only
0.0,0.0,157.7119,0.0,0.0,4,0.3723,sensing_only
0.0,0.0,157.7119,0.0,0.0,5,0.3796,sensing_only
0.0,0.0,157.7119,0.0,0.0,6,0.3729,sensing_only
0.0,0.0,157.7119,0.0,0.0,7,0.3662,sensing_only
0.0,0.0,157.7119,0.0,0.0,8,0.3917,sensing_only
0.0,0.0,157.7119,0.0,0.0,9,0.3615,sensing_only
0.0,0.0,157.7119,0.0,0.0,10,0.3683,sensing_only
0.0,0.0,157.7119,0.0,0.0,11,0.4355,sensing_only
0.0,0.0,157.7119,0.0,0.0,12,0.3758,sensing_only
0.0,0.0,157.7119,0.0,0.0,13,0.3761,sensing_only
0.0,0.0,157.7119,0.0,0.0,14,0.3654,sensing_only
0.0,0.0,157.7119,0.0,0.0,15,0.3887,sensing_only
0.0,0.0,157.7119,0.0,0.0,16,0.3723,sensing_only
0.0,0.0,157.7119,0.0,0.0,17,0.3635,sensing_only
0.0,0.0,157.7119,0.0,0.0,18,0.3683,sensing_only
0.0,0.0,157.7119,0.0,0.0,19,0.394,sensing_only
0.0,0.0,157.7119,0.0,0.0,20,0.3591,sensing_only
0.0,0.0,157.7119,0.0,0.0,21,0.3715,sensing_only
0.0,0.0,157.7119,0.0,0.0,22,0.3607,sensing_only
0.0,0.0,157.7119,0.0,0.0,23,0.3653,sensing_only
0.0,0.0,157.7119,0.0,0.0,24,0.3613,sensing_only
0.0,0.0,157.7119,0.0,0.0,25,0.3606,sensing_only
0.0,0.0,157.7119,0.0,0.0,26,0.366,sensing_only
0.0,0.0,157.7119,0.0,0.0,27,0.3605,sensing_only
0.0,0.0,157.7119,0.0,0.0,28,0.3609,sensing_only
0.0,0.0,157.7119,0.0,0.0,29,0.3642,sensing_only
0.0,0.0,157.7119,0.0,0.0,30,0.4482,sensing_only
0.0,0.0,157.7119,0.0,0.0,31,0.3645,sensing_only
0.0,0.0,157.7119,0.0,0.0,32,0.3673,sensing_only
0.0,0.0,157.7119,0.0,0.0,33,0.3659,sensing_only
0.0,0.0,157.7119,0.0,0.0,34,0.3625,sensing_only
0.0,0.0,157.7119,0.0,0.0,35,0.3626,sensing_only
0.0,0.0,157.7119,0.0,0.0,36,0.365,sensing_only
0.0,0.0,157.7119,0.0,0.0,37,0.3618,sensing_only
0.0,0.0,157.7119,0.0,0.0,38,0.371,sensing_only
0.0,0.0,157.7119,0.0,0.0,39,0.3596,sensing_only
0.0,0.0,157.7119,0.0,0.0,40,0.3618,sensing_only
0.0,0.0,157.7119,0.0,0.0,41,0.3605,sensing_only
0.0,0.0,157.7119,0.0,0.0,42,0.3648,sensing_only
0.0,0.0,157.7119,0.0,0.0,43,0.366,sensing_only
0.0,0.0,157.7119,0.0,0.0,44,0.3599,sensing_only
0.0,0.0,157.7119,0.0,0.0,45,0.3687,sensing_only
0.0,0.0,157.7119,0.0,0.0,46,0.3611,sensing_only
0.0,0.0,157.7119,0.0,0.0,47,0.3596,sensing_only
0.0,0.0,157.7119,0.0,0.0,48,0.3615,sensing_only
0.0,0.0,157.7119,0.0,0.0,49,0.3611,sensing_only
7.4058,0.0,157.0965,0.0551,0.0061,0,0.2404,snr_only
0.0326,0.0,157.0965,0.0,0.0,1,0.0053,snr_only
0.0,0.0,157.0965,0.0,0.0,2,0.0032,snr_only
0.0,0.0,157.0965,0.0,0.0,3,0.0027,snr_only
0.0,0.0,157.0965,0.0,0.0,4,0.0027,snr_only
0.0,0.0,157.0965,0.0,0.0,5,0.0027,snr_only
0.0,0.0,157.0965,0.0,0.0,6,0.0026,snr_only
0.0,0.0,157.0965,0.0,0.0,7,0.0035,snr_only
0.0,0.0,157.0965,0.0,0.0,8,0.0029,snr_only
0.0,0.0,157.0965,0.0,0.0,9,0.0027,snr_only
0.0,0.0,157.0965,0.0,0.0,10,0.0025,snr_only
0.0,0.0,157.0965,0.0,0.0,11,0.0027,snr_only
0.0,0.0,157.0965,0.0,0.0,12,0.0025,snr_only
0.0,0.0,157.0965,0.0,0.0,13,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,14,0.0024,snr_only
0.0,0.0,157.0965,0.0,0.0,15,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,16,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,17,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,18,0.0025,snr_only
0.0,0.0,157.0965,0.0,0.0,19,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,20,0.0033,snr_only
0.0,0.0,157.0965,0.0,0.0,21,0.0024,snr_only
0.0,0.0,157.0965,0.0,0.0,22,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,23,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,24,0.0024,snr_only
0.0,0.0,157.0965,0.0,0.0,25,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,26,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,27,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,28,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,29,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,30,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,31,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,32,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,33,0.0024,snr_only
0.0,0.0,157.0965,0.0,0.0,34,0.0022,snr_only
0.0,0.0,157.0965,0.0,0.0,35,0.0022,snr_only
0.0,0.0,157.0965,0.0,0.0,36,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,37,0.0022,snr_only
0.0,0.0,157.0965,0.0,0.0,38,0.0022,snr_only
0.0,0.0,157.0965,0.0,0.0,39,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,40,0.0022,snr_only
0.0,0.0,157.0965,0.0,0.0,41,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,42,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,43,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,44,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,45,0.0022,snr_only
0.0,0.0,157.0965,0.0,0.0,46,0.0022,snr_only
0.0,0.0,157.0965,0.0,0.0,47,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,48,0.0023,snr_only
0.0,0.0,157.0965,0.0,0.0,49,0.0023,snr_only
7.0019,0.0,145.7036,0.0604,0.0067,0,0.0454,random
0.0271,0.0,135.3132,0.0,0.0,1,0.0083,random
0.0,0.0,147.986,0.0,0.0,2,0.0071,random
0.0,0.0,134.3934,0.0,0.0,3,0.0068,random
0.0,0.0,142.6948,0.0,0.0,4,0.0059,random
0.0,0.0,152.4017,0.0,0.0,5,0.0059,random
0.0,0.0,140.4598,0.0,0.0,6,0.0058,random
0.0,0.0,137.8969,0.0,0.0,7,0.0077,random
0.0,2e-05,131.7006,0.0,0.0,8,0.0058,random
0.0,0.0,141.0842,0.0,0.0,9,0.0061,random
0.0,0.0,147.3118,0.0,0.0,10,0.0086,random
0.0,0.0,140.1025,0.0,0.0,11,0.0055,random
0.0,0.0,132.675,0.0,0.0,12,0.0055,random
0.0,0.0,143.8693,0.0,0.0,13,0.0051,random
0.0,0.0,143.5976,0.0,0.0,14,0.0051,random
0.0,0.0,155.1136,0.0,0.0,15,0.0053,random
0.0,0.0,137.8265,0.0,0.0,16,0.0052,random
0.0,0.0,134.8721,0.0,0.0,17,0.0052,random
0.0,1e-05,130.9178,0.0,0.0,18,0.0052,random
0.0,0.0,141.3095,0.0,0.0,19,0.0065,random
0.0,0.0,147.6936,0.0,0.0,20,0.0054,random
0.0,0.0,133.483,0.0,0.0,21,0.0056,random
0.0,0.0,136.48,0.0,0.0,22,0.0055,random
0.0,0.0,144.3247,0.0,0.0,23,0.0053,random
0.0,1e-05,142.0031,0.0,0.0,24,0.0052,random
0.0,0.0,142.4186,0.0,0.0,25,0.0054,random
0.0,0.0,142.5042,0.0,0.0,26,0.0054,random
0.0,0.0,144.0789,0.0,0.0,27,0.005,random
0.0,0.0,138.2674,0.0,0.0,28,0.005,random
0.0,0.0,135.7006,0.0,0.0,29,0.005,random
0.0,0.0,142.7279,0.0,0.0,30,0.005,random
0.0,0.0,135.9737,0.0,0.0,31,0.005,random
0.0,0.0,142.9987,0.0,0.0,32,0.005,random
0.0,0.0,146.3099,0.0,0.0,33,0.0052,random
0.0,0.0,148.9032,0.0,0.0,34,0.0064,random
0.0,0.0,141.8478,0.0,0.0,35,0.0052,random
0.0,0.0,150.715,0.0,0.0,36,0.0052,random
0.0,0.0,142.662,0.0,0.0,37,0.0052,random
0.0,0.0,135.4535,0.0,0.0,38,0.0053,random
0.0,0.0,141.3256,0.0,0.0,39,0.0052,random
0.0,0.0,137.9152,0.0,0.0,40,0.0053,random
0.0,0.0,150.3033,0.0,0.0,41,0.0052,random
0.0,0.0,140.1525,0.0,0.0,42,0.005,random
0.0,0.0,136.9894,0.0,0.0,43,0.005,random
0.0,0.0,140.974,0.0,0.0,44,0.005,random
0.0,0.0,155.3672,0.0,0.0,45,0.005,random
0.0,0.0,134.8427,0.0,0.0,46,0.005,random
0.0,0.0,142.2952,0.0,0.0,47,0.005,random
0.0,0.0,150.2059,0.0,0.0,48,0.005,random
0.0,0.0,133.1166,0.0,0.0,49,0.005,random
